Symbol;Date; Open ; High ; Low ;Close 
GOOG;2019-03-03;618.33;630.95;611.88;637.41
L.PR.B;2019-02-28;509.91;556.22;479.42;586.71
RBC;2019-03-02;785.85;791.79;768.67;808.97
ARG;2019-02-28;726.71;747.11;726.52;747.3
ARG;2019-02-28;264.42;278.43;261.46;281.39
GOOG;2019-03-03;828.49;844.62;826.7;846.41
RBC;2019-02-28;40.28;70.56;22.98;87.86
MSFT;2019-02-28;983.55;992.99;956.97;1019.57
LYD;2019-03-01;237.03;286.25;232.07;291.21
ARG;2019-03-02;72.9;108.16;30.75;150.31
TSLA;2019-03-04;346.12;350.27;327.23;369.16
ARG;2019-03-02;11.71;12.64;-10.82;35.17
GOOG;2019-03-04;143.66;151.83;107.79;187.69
RBC;2019-02-28;382.11;393.54;380.19;395.45
DC.WT;2019-02-28;980.14;1025.29;956.47;1048.96
RBC;2019-02-28;633.05;654.58;616.68;670.95
ROG;2019-03-04;8.47;45.06;-24.2;77.73
ARG;2019-03-04;306.28;340.65;282.86;364.07
ARG;2019-02-28;80.77;102.55;47.83;135.49
ARG;2019-03-03;227.5;245.43;197.08;275.84
ROG;2019-02-28;57.01;93.12;27.41;122.71
LYD;2019-03-01;883.73;916;859.12;940.61
GOOG;2019-03-02;322.07;363.87;292.28;393.66
GOOG;2019-03-02;1.49;50.27;-28.61;80.38
LYD;2019-03-02;270.57;291.69;264.42;297.84
DC.WT;2019-03-01;335.66;339.9;304.88;370.69
LYD;2019-03-03;514.05;534.55;503.75;544.85
L.PR.B;2019-03-01;744.15;771.13;735.05;780.23
DC.WT;2019-03-04;425.49;465.07;409.06;481.51
L.PR.B;2019-03-04;917.93;950.28;882.75;985.46
L.PR.B;2019-02-28;264.08;270.97;259.29;275.75
DC.WT;2019-03-01;38.96;64.06;-8.29;111.31
BELL;2019-03-02;482.7;530.02;450.91;561.81
TSLA;2019-03-01;734.42;751.54;685.5;800.46
DC.WT;2019-03-02;802.93;840.47;797.64;845.76
DC.WT;2019-03-04;838.28;876.84;833.01;882.11
DC.WT;2019-03-04;146.23;181.83;126.21;201.85
ROG;2019-02-28;103.42;127.49;82.88;148.04
MSFT;2019-03-02;70.67;116.68;43.13;144.21
BELL;2019-03-04;369.78;389.23;357.26;401.74
GOOG;2019-03-02;456.54;475.4;414.65;517.28
L.PR.B;2019-03-04;684.06;695.62;671.66;708.02
MSFT;2019-03-01;449.09;460.07;410.04;499.11
BELL;2019-03-04;794.68;836.5;777.76;853.42
RBC;2019-03-01;298.19;299.57;297.05;300.71
ROG;2019-03-04;456.56;472.93;414.45;515.03
ROG;2019-03-04;929.22;970.49;886.42;1013.29
L.PR.B;2019-03-03;961.68;982.18;911.9;1031.96
BELL;2019-03-04;733.99;768.15;731.68;770.46
ROG;2019-02-28;805.48;811.41;761.69;855.2
TSLA;2019-02-28;982.12;1019.81;954.11;1047.82
DC.WT;2019-03-02;266.01;269.11;255.45;279.67
DC.WT;2019-03-04;719.9;727.51;696.5;750.9
ARG;2019-03-03;753.38;782.47;710.31;825.54
ROG;2019-03-02;762.95;778.94;750.26;791.63
ARG;2019-03-04;481.23;529.74;460.43;550.54
TSLA;2019-03-03;369.69;413.11;325.09;457.71
GOOG;2019-03-02;806.98;811.29;762.55;855.72
GOOG;2019-03-04;903.7;913.52;876.99;940.23
TSLA;2019-03-01;710.81;731.52;688.31;754.01
LYD;2019-03-01;585.38;598.42;546.64;637.16
LYD;2019-03-02;951.65;992.67;914.72;1029.59
RBC;2019-03-02;58.39;58.65;19.33;97.71
LYD;2019-03-04;744.3;748.72;697.43;795.58
RBC;2019-03-01;283.46;321.25;269.7;335.01
GOOG;2019-03-02;413.93;417.26;369.41;461.78
TSLA;2019-03-03;557.75;603.88;554.72;606.91
MSFT;2019-02-28;23.98;63.8;7.09;80.69
L.PR.B;2019-03-03;384.02;425.29;357.85;451.45
BELL;2019-03-04;497.33;534.34;497.23;534.44
RBC;2019-02-28;478.7;494.24;471.27;501.68
ARG;2019-03-01;702.74;748.6;688.72;762.62
L.PR.B;2019-03-04;454.59;467.85;440;482.43
DC.WT;2019-03-03;86.21;106.83;71.53;121.51
RBC;2019-03-03;606.19;622;601.59;626.6
RBC;2019-03-03;84.34;133.44;61.52;156.25
TSLA;2019-03-03;69.66;87.2;62;94.86
MSFT;2019-02-28;805.58;812.76;760.85;857.49
MSFT;2019-03-03;731.79;778.32;712.48;797.63
ARG;2019-03-03;814.03;850.57;767.13;897.46
TSLA;2019-03-03;492.77;512.23;487.66;517.34
BELL;2019-03-04;938.85;986.53;894.63;1030.75
ARG;2019-03-04;231.51;275.5;198.09;308.93
LYD;2019-03-01;230.32;255.26;184.29;301.29
LYD;2019-03-04;811.24;816.7;761.6;866.34
BELL;2019-03-01;138.37;169.31;129.76;177.92
L.PR.B;2019-02-28;232.72;239.51;219.37;252.86
LYD;2019-03-01;770.6;800.67;766.93;804.34
ROG;2019-03-01;585.08;623.26;579.84;628.51
GOOG;2019-03-01;244.65;262.35;199.57;307.44
MSFT;2019-03-01;729.33;740.85;729.03;741.15
MSFT;2019-03-03;88.67;138.18;63.04;163.81
MSFT;2019-03-02;882.11;926.56;835.55;973.11
RBC;2019-03-03;992.91;993.95;989.3;997.56
LYD;2019-03-04;299.1;326.67;255.12;370.64
ARG;2019-02-28;315.06;358.76;270.21;403.62
BELL;2019-03-03;617.89;657.54;607.82;667.61
ROG;2019-03-03;972.39;1007.99;957.83;1022.54
GOOG;2019-03-04;914.19;947.94;905.61;956.51
TSLA;2019-03-04;629.32;665.86;603.88;691.3
L.PR.B;2019-03-03;798.96;838.27;769.35;867.87
RBC;2019-03-02;231.18;243.77;219.64;255.3
GOOG;2019-03-03;850.76;899.04;811.2;938.6
GOOG;2019-03-01;175.55;176.38;168.02;183.92
MSFT;2019-03-01;914.93;916.29;890.08;941.14
DC.WT;2019-02-28;397.3;429.51;348.17;478.64
L.PR.B;2019-03-03;108.66;143.97;79.85;172.78
BELL;2019-03-02;145.99;172.78;113.07;205.71
L.PR.B;2019-02-28;574.96;588.14;530.02;633.08
MSFT;2019-03-02;307.54;327.32;300.98;333.87
TSLA;2019-03-02;870.68;907.56;861.99;916.26
BELL;2019-03-04;254.99;285.5;254.14;286.35
L.PR.B;2019-02-28;95.93;116.75;84.08;128.6
ROG;2019-03-01;700.35;722.74;677.72;745.37
ARG;2019-03-03;932.54;956.06;929.05;959.55
L.PR.B;2019-02-28;303.75;313.22;269.82;347.16
ARG;2019-03-02;666.4;692.17;648.57;710
GOOG;2019-02-28;87.92;88.01;85.76;90.17
LYD;2019-02-28;881.91;923.84;869.32;936.43
TSLA;2019-03-04;2.31;17.8;-47.3;67.4
BELL;2019-03-01;261.13;284.37;231.99;313.51
TSLA;2019-03-01;206.61;210.32;189.09;227.85
L.PR.B;2019-03-02;334.32;340.82;291.2;383.95
L.PR.B;2019-02-28;596.25;643.51;567.29;672.46
TSLA;2019-03-02;319.93;342.57;308.34;354.17
MSFT;2019-03-02;30.04;49.29;-16.07;95.4
ROG;2019-02-28;407.32;449.96;403.49;453.78
RBC;2019-03-03;661.38;667.53;643.16;685.76
BELL;2019-03-02;182.61;186.97;137.46;232.12
MSFT;2019-03-04;975.23;1010.55;970.51;1015.27
ROG;2019-02-28;558.55;591.42;522.18;627.8
TSLA;2019-02-28;547.88;554.56;513.9;588.54
GOOG;2019-02-28;542.63;579.11;511.42;610.32
ARG;2019-03-01;303.24;319.55;275.31;347.47
BELL;2019-03-04;748.28;788.02;739.06;797.23
BELL;2019-03-02;389.77;404.17;366.27;427.67
GOOG;2019-03-04;243.32;282.56;200.16;325.73
RBC;2019-02-28;873.77;921.12;824.84;970.05
DC.WT;2019-03-04;742.31;785.79;709.09;819.01
DC.WT;2019-03-01;452.71;470.45;418.13;505.04
TSLA;2019-02-28;850.97;883.57;815.87;918.67
BELL;2019-03-04;980.73;981.03;933.07;1028.7
ROG;2019-03-02;110.8;146.38;72.97;184.22
LYD;2019-03-04;798.26;801.9;763.62;836.54
GOOG;2019-03-01;708;755.92;698.47;765.45
L.PR.B;2019-02-28;494.27;501.16;454.77;540.66
BELL;2019-03-04;859.45;876.41;831.32;904.54
L.PR.B;2019-02-28;380.4;392.07;333;439.46
RBC;2019-03-01;823.6;861.03;779.27;905.35
DC.WT;2019-03-02;669.6;719.33;663.86;725.08
GOOG;2019-03-01;51.69;74.4;39.66;86.44
GOOG;2019-03-04;187.93;228.02;155.68;260.27
TSLA;2019-03-01;673.01;678.65;659.83;691.83
MSFT;2019-03-02;366.36;369.35;343.12;392.59
DC.WT;2019-03-03;532.38;547.35;487.3;592.42
ROG;2019-02-28;216.1;218.06;179.03;255.12
ROG;2019-03-02;21.1;41.73;-7.03;69.86
L.PR.B;2019-02-28;627.34;659.1;613.29;673.14
LYD;2019-03-02;526.85;531.06;498.51;559.4
GOOG;2019-03-01;886.41;907.59;885.29;908.7
TSLA;2019-03-02;586.65;610.42;572.32;624.75
TSLA;2019-02-28;774.41;795.51;745.02;824.9
DC.WT;2019-02-28;284.98;323.88;274.67;334.19
MSFT;2019-03-04;335.26;379.12;291.22;423.16
RBC;2019-03-04;191.26;192.29;165.05;218.5
DC.WT;2019-02-28;359.47;372.37;352.73;379.11
L.PR.B;2019-02-28;560.3;592.59;525.09;627.8
ROG;2019-03-02;8.26;11.88;-41.57;61.71
ARG;2019-03-02;565.38;589.93;522.27;633.05
ARG;2019-03-03;822.02;836.54;820.48;838.09
L.PR.B;2019-03-02;122.77;164.16;85;201.93
MSFT;2019-02-28;11.34;52.84;3.67;60.51
MSFT;2019-03-02;215.48;259.72;190.62;284.58
MSFT;2019-02-28;859.22;869.44;843.33;885.33
GOOG;2019-03-02;600.64;623.97;592.2;632.41
L.PR.B;2019-03-02;144.41;168.78;108.06;205.12
BELL;2019-03-04;189.93;216.87;185.14;221.66
LYD;2019-03-02;260.85;282.61;213.13;330.33
ARG;2019-03-02;468.04;499.14;435.93;531.24
GOOG;2019-02-28;49.24;64.98;47.2;67.02
BELL;2019-03-01;974;989.13;956.64;1006.49
L.PR.B;2019-03-04;630.54;640.86;608.19;663.21
ARG;2019-03-01;18.95;39.29;-16.1;74.33
ARG;2019-02-28;398.25;444.58;379.26;463.57
ROG;2019-03-03;49.42;78.78;3.51;124.69
LYD;2019-03-03;974.37;990.67;943.38;1021.66
TSLA;2019-03-03;14.1;58.37;-9.9;82.37
BELL;2019-03-03;888.2;912.72;839.8;961.12
GOOG;2019-02-28;988.55;1007.85;971.89;1024.52
GOOG;2019-03-02;545.22;548.94;521.12;573.03
BELL;2019-03-02;90.73;92.11;80.39;102.45
LYD;2019-03-01;623.6;641.41;600.72;664.29
BELL;2019-02-28;759.02;766.34;732.88;792.49
TSLA;2019-03-02;522.77;545.91;485.78;582.9
LYD;2019-03-01;679.63;709.46;659.94;729.14
MSFT;2019-02-28;783.07;787.37;759.59;810.85
MSFT;2019-03-02;973.16;1006.75;936.37;1043.54
RBC;2019-02-28;299.1;345.27;280.54;363.83
LYD;2019-03-04;546.38;582.08;497.53;630.93
DC.WT;2019-03-01;42.07;67.75;2.58;107.25
BELL;2019-02-28;815.89;852.79;790.19;878.48
ARG;2019-03-04;467.45;481.81;442.98;506.28
TSLA;2019-03-02;327.44;355.82;306.48;376.78
DC.WT;2019-03-03;982.5;985.65;954.52;1013.64
ROG;2019-03-01;284.98;325.72;264.4;346.29
LYD;2019-03-02;973.87;1000.24;941.96;1032.15
MSFT;2019-03-03;366.79;414.18;347.42;433.55
ARG;2019-03-04;20.27;53.97;7.29;66.95
TSLA;2019-03-04;559.74;586.39;525.97;620.17
DC.WT;2019-03-01;978.25;1015.17;936.24;1057.17
ROG;2019-03-04;442.3;442.85;406.79;478.36
MSFT;2019-03-03;14.12;37.67;-14.69;66.49
RBC;2019-03-02;257.02;267.17;244.74;279.45
ROG;2019-02-28;98.57;117.13;82.61;133.08
MSFT;2019-03-04;685.87;728.51;651.97;762.41
GOOG;2019-03-03;513.02;513.8;499.27;527.55
BELL;2019-03-02;56.94;86.97;14.99;128.93
DC.WT;2019-02-28;449.54;460.29;436.99;472.83
GOOG;2019-03-02;126.01;163.14;125.85;163.3
DC.WT;2019-03-01;240.78;283.65;225.5;298.93
RBC;2019-03-02;168.82;199.5;131.46;236.86
DC.WT;2019-03-03;510.52;553.56;474.3;589.78
BELL;2019-03-04;959.36;997.42;932.37;1024.41
ARG;2019-03-04;739.45;783.18;735.57;787.06
BELL;2019-02-28;54.59;66.6;11.48;109.71
ROG;2019-03-02;344.12;355.37;330.48;369.01
GOOG;2019-03-01;161.63;185.99;158.19;189.42
TSLA;2019-03-02;733.05;744.62;723.1;754.57
BELL;2019-03-03;944.79;972.04;904.36;1012.46
MSFT;2019-03-03;901.61;926.77;868.81;959.58
GOOG;2019-03-03;564.32;598.11;544.45;617.98
ROG;2019-02-28;75.23;93.51;71.91;96.83
DC.WT;2019-03-01;338.42;373.86;331.76;380.52
BELL;2019-03-04;736.74;771.74;706.32;802.16
MSFT;2019-02-28;787.49;814.55;763.31;838.73
ROG;2019-03-01;999.71;1004.75;977.18;1027.28
L.PR.B;2019-03-04;438.32;458.6;412.01;484.91
TSLA;2019-03-03;54.81;58.66;27.04;86.42
LYD;2019-03-01;198.1;211.75;170.76;239.09
LYD;2019-03-01;197.14;236.66;158.99;274.82
GOOG;2019-03-02;806.71;830.36;778.37;858.69
BELL;2019-03-01;833.83;871.23;785.51;919.55
BELL;2019-03-01;214.3;242.29;186.71;269.87
ROG;2019-03-03;141.6;142.62;132.55;151.67
GOOG;2019-03-03;86.5;118.81;47.06;158.25
DC.WT;2019-03-03;27.26;46.56;6.73;67.09
ROG;2019-03-04;723.54;740.83;695.42;768.95
DC.WT;2019-03-03;257.03;295.47;248.9;303.6
ROG;2019-02-28;505.74;523.48;461.57;567.65
ARG;2019-03-02;479.94;528.56;452.76;555.74
ARG;2019-02-28;211.56;241.27;184.8;268.04
TSLA;2019-02-28;298.68;344.78;257.38;386.08
DC.WT;2019-03-02;22.9;58.55;21.45;60
TSLA;2019-03-03;259.49;274.75;210.9;323.34
LYD;2019-03-02;645;664.71;617.62;692.09
ROG;2019-03-02;362.74;376.75;339.36;400.12
MSFT;2019-03-03;698.1;699.2;664.68;732.62
ROG;2019-03-03;150.65;194.07;148.2;196.52
GOOG;2019-03-04;310.56;314.41;293.84;331.13
BELL;2019-03-04;302.72;335.37;280.39;357.69
DC.WT;2019-03-03;100.55;136.62;63.63;173.54
BELL;2019-03-03;937.94;976.17;910.87;1003.24
MSFT;2019-02-28;251.62;257.64;251.33;257.93
L.PR.B;2019-03-02;220.46;255.44;210.28;265.62
GOOG;2019-03-01;513.35;551.02;497.93;566.44
TSLA;2019-03-03;287.83;319.94;267.61;340.17
ARG;2019-03-01;310.4;346.47;270.26;386.62
MSFT;2019-03-04;376.36;378.02;365.78;388.61
GOOG;2019-02-28;601.28;629.88;557.11;674.06
DC.WT;2019-02-28;203.27;230.26;179.5;254.04
RBC;2019-03-02;513.2;558.05;502.67;568.58
L.PR.B;2019-02-28;362.34;383.13;348.56;396.91
ARG;2019-03-01;669.63;704.61;665.31;708.93
L.PR.B;2019-03-03;473.31;478.97;458.48;493.8
DC.WT;2019-03-02;603.06;619.18;568.73;653.51
DC.WT;2019-03-01;583.09;604.55;569.1;618.54
GOOG;2019-03-01;593.93;642.29;576.19;660.02
ROG;2019-03-03;163.42;192.8;147.31;208.91
ROG;2019-03-02;342.87;387.58;313.19;417.26
RBC;2019-03-04;495.04;524.12;486.99;532.17
DC.WT;2019-03-04;45.84;46.03;28.13;63.74
ROG;2019-03-03;457.27;474.46;437.82;493.92
ROG;2019-02-28;219.7;263.81;195.18;288.33
DC.WT;2019-03-04;63.66;110.9;48.27;126.29
BELL;2019-03-03;139.8;162.62;102.23;200.19
RBC;2019-02-28;27.58;61.73;23.98;65.34
TSLA;2019-03-04;809.1;811.39;778.95;841.53
GOOG;2019-03-02;470.69;506.61;452.43;524.87
TSLA;2019-03-04;274.64;291.22;246.49;319.37
L.PR.B;2019-03-04;57.41;58.41;11.72;104.11
ROG;2019-03-01;253.75;256.97;248.01;262.7
ARG;2019-03-03;304.12;330.12;256.62;377.62
BELL;2019-03-02;696.46;702.19;672.09;726.56
ARG;2019-02-28;677.35;695.41;641.78;730.98
RBC;2019-03-02;686.53;702.77;638.24;751.06
DC.WT;2019-03-03;967.79;982.95;957.49;993.24
LYD;2019-03-04;988.28;1015.67;984.96;1018.99
L.PR.B;2019-03-04;174.4;191.55;165.57;200.38
TSLA;2019-02-28;536.53;561.68;508.55;589.66
L.PR.B;2019-03-02;483.78;525.79;449.58;559.99
MSFT;2019-03-02;455.96;483.56;432.92;506.6
MSFT;2019-03-01;936.85;956.25;933.95;959.15
BELL;2019-02-28;527.84;528.71;484.03;572.52
MSFT;2019-03-02;341.75;389.79;318.42;413.12
RBC;2019-02-28;399.14;401.59;351.23;449.5
GOOG;2019-03-01;115.42;121.27;108.62;128.07
MSFT;2019-03-04;616.25;647.6;573.17;690.68
GOOG;2019-03-02;604.85;615.82;574.45;646.22
L.PR.B;2019-03-01;163.88;189.64;134.03;219.49
TSLA;2019-03-03;392.8;431.88;345.96;478.71
GOOG;2019-03-02;141;181.86;106.91;215.95
RBC;2019-03-02;131.33;163.05;101.26;193.12
DC.WT;2019-03-03;672.29;682.75;662.25;692.79
ARG;2019-03-01;222.24;242.3;215.27;249.26
BELL;2019-03-01;907.29;942.75;893.7;956.34
L.PR.B;2019-03-04;459.33;487.35;431.74;514.93
ROG;2019-03-02;903.46;938.57;894.38;947.65
DC.WT;2019-03-04;493.47;522.75;488.82;527.4
BELL;2019-03-01;71.44;84.9;58.42;97.92
MSFT;2019-03-03;819.84;854.4;800.89;873.35
ROG;2019-02-28;718.47;734.11;715.25;737.33
ARG;2019-03-02;579.37;628.76;531.45;676.67
MSFT;2019-02-28;922.92;925.53;915.1;933.35
MSFT;2019-03-01;913.58;942.77;905.83;950.52
LYD;2019-03-03;767.07;787.69;734.66;820.1
BELL;2019-02-28;639.19;639.39;603.43;675.15
ARG;2019-02-28;451.72;495.16;444.91;501.97
ROG;2019-02-28;657.24;664.78;620.52;701.5
MSFT;2019-02-28;21.98;66.07;7.26;80.8
ROG;2019-03-04;756.91;771.73;753.02;775.62
ROG;2019-03-01;153.94;166.74;153.57;167.11
ROG;2019-03-01;926.48;955.88;886.11;996.24
GOOG;2019-03-03;573.91;585.1;535.86;623.15
DC.WT;2019-02-28;273.77;303.53;236.84;340.46
BELL;2019-02-28;788.09;795.78;755.34;828.53
TSLA;2019-03-04;636.2;652.9;622.88;666.22
RBC;2019-02-28;455.85;493.72;414.99;534.58
GOOG;2019-03-01;628.4;628.93;598.51;658.82
LYD;2019-03-01;876.63;903.67;853.11;927.19
LYD;2019-03-03;555.64;592.11;527.09;620.66
BELL;2019-03-01;802.03;834.81;771.49;865.36
BELL;2019-03-04;184.57;197.1;139.05;242.61
DC.WT;2019-02-28;134.77;168.83;91;212.6
L.PR.B;2019-03-03;962.45;993.44;928.79;1027.1
BELL;2019-03-03;538.22;584.37;528.36;594.23
BELL;2019-03-01;585.75;634.53;552.5;667.77
TSLA;2019-03-04;367.03;367.07;322.38;411.72
ARG;2019-03-01;179.21;182.75;151.84;210.12
ARG;2019-03-03;603.47;645.6;599.53;649.54
ARG;2019-03-02;77.55;103.65;41.77;139.44
LYD;2019-03-02;16.69;23.27;3.61;36.35
L.PR.B;2019-03-01;426.52;441.46;385.18;482.8
DC.WT;2019-03-02;55.78;88;42.31;101.47
ROG;2019-03-04;75.42;87.69;29.24;133.87
TSLA;2019-03-03;407.53;431.92;357.99;481.47
GOOG;2019-02-28;392.03;409.7;370;431.74
GOOG;2019-03-03;460.82;485.65;451.78;494.69
LYD;2019-03-04;985.85;1033.06;952.95;1065.95
DC.WT;2019-03-04;856.28;893.78;822.71;927.35
RBC;2019-03-01;987.51;1021.07;951.34;1057.25
MSFT;2019-03-01;193.73;208.21;192.77;209.16
L.PR.B;2019-03-01;908.35;927.26;874.27;961.33
LYD;2019-03-03;914.29;957.09;877.38;994
RBC;2019-03-03;688.01;727.37;671.2;744.18
LYD;2019-02-28;614.75;649.42;597.84;666.32
GOOG;2019-03-02;274.08;282.82;268.73;288.17
BELL;2019-03-04;277.8;321.9;251.67;348.02
ARG;2019-03-01;459.55;474.88;431.86;502.57
BELL;2019-03-02;19.48;62.09;-7.6;89.17
RBC;2019-03-04;834.46;872.83;819.55;887.73
BELL;2019-03-03;161.95;182.31;150.39;193.86
DC.WT;2019-03-04;735.9;779.78;718.76;796.93
ROG;2019-03-03;842.51;880.64;803.46;919.7
ARG;2019-03-01;843.69;867.75;812.79;898.66
L.PR.B;2019-03-03;209.14;246.92;193.6;262.46
LYD;2019-03-03;335.65;379.15;320.18;394.63
RBC;2019-03-04;831.92;860.76;811.57;881.11
MSFT;2019-03-02;705.69;724.73;666.97;763.45
L.PR.B;2019-02-28;41.04;80.5;-8.04;129.58
ROG;2019-02-28;646.29;675.21;598.22;723.27
BELL;2019-03-04;259.71;301.87;227.46;334.12
ROG;2019-02-28;836.88;861.17;814.02;884.03
GOOG;2019-03-04;348.23;357.17;324.68;380.72
BELL;2019-03-03;571.92;617.8;542.16;647.56
RBC;2019-02-28;664.33;681.37;664;681.69
RBC;2019-03-03;772.83;791.21;747.88;816.16
DC.WT;2019-03-03;467.53;485.16;430.19;522.5
RBC;2019-03-04;561.6;609.67;555.21;616.05
L.PR.B;2019-03-02;6.92;29.85;-20.57;57.34
TSLA;2019-03-02;149.92;150.71;116.02;184.61
RBC;2019-02-28;617.4;659.62;612.05;664.96
DC.WT;2019-03-03;492.27;494.16;480.01;506.43
GOOG;2019-02-28;476.67;487.87;436.82;527.71
MSFT;2019-03-03;944.18;948.92;930.52;962.58
DC.WT;2019-03-01;707.5;741.7;705.06;744.15
GOOG;2019-03-02;137.22;165.69;131.39;171.52
DC.WT;2019-02-28;486.18;488.75;464.97;509.97
TSLA;2019-02-28;293.81;343.13;245.02;391.92
DC.WT;2019-03-02;366.94;388.14;329.87;425.22
LYD;2019-03-03;378.07;398.82;345.52;431.37
DC.WT;2019-03-03;201.48;222.75;168.85;255.38
TSLA;2019-03-02;69.05;107.58;56.25;120.37
GOOG;2019-03-03;606.15;629.52;594.49;641.17
ROG;2019-02-28;831.65;841.95;796.7;876.9
BELL;2019-02-28;827.43;834.85;814.38;847.9
MSFT;2019-03-02;419.19;434.19;372.35;481.04
LYD;2019-03-01;716.35;763.33;677.71;801.97
L.PR.B;2019-03-02;122.56;128.89;82.56;168.88
ARG;2019-02-28;198.97;210.36;171.24;238.09
DC.WT;2019-03-04;216.25;237.05;166.91;286.39
BELL;2019-03-03;218.64;262.39;178.93;302.1
LYD;2019-03-04;223.28;256.56;178.99;300.84
GOOG;2019-03-02;25;52.73;-3.24;80.96
GOOG;2019-03-02;961.38;999.72;923.42;1037.68
MSFT;2019-02-28;929.23;959.03;880.72;1007.54
MSFT;2019-02-28;189.51;201.73;151.34;239.9
ARG;2019-03-01;62.02;95.44;60.34;97.13
GOOG;2019-02-28;529.68;562.65;485.37;606.97
DC.WT;2019-03-02;752.97;784.53;707.66;829.84
GOOG;2019-03-02;526.57;536.58;500.47;562.67
DC.WT;2019-02-28;881.84;915.35;846.72;950.48
ARG;2019-03-01;802.11;825.78;798.6;829.29
ARG;2019-03-04;147.24;179.33;106.19;220.38
GOOG;2019-03-04;830.51;841.93;784.53;887.91
ARG;2019-03-02;133.97;143.31;112.53;164.75
ROG;2019-03-02;668.04;674.17;664.69;677.52
GOOG;2019-03-02;190.34;203.28;161.06;232.56
LYD;2019-03-01;407.08;448.69;399.13;456.64
MSFT;2019-03-04;661.01;661.3;621.24;701.07
L.PR.B;2019-03-03;472.48;505.97;461.53;516.91
TSLA;2019-02-28;836.25;879.83;828.84;887.23
DC.WT;2019-03-03;125.19;136.31;77.62;183.88
ARG;2019-03-01;407.48;429.33;377.69;459.12
ROG;2019-03-01;807.52;829.28;805.43;831.38
BELL;2019-02-28;163.79;179.61;132.78;210.63
GOOG;2019-03-01;589;596.07;578.99;606.08
GOOG;2019-02-28;334.37;343.54;317.01;360.89
LYD;2019-03-02;60.19;85.84;16.07;129.96
TSLA;2019-03-02;152.72;180.3;143.65;189.37
DC.WT;2019-03-03;29.11;76.05;-10.98;116.14
RBC;2019-03-01;757.93;799.53;740.55;816.91
ARG;2019-02-28;742.21;762.33;707.8;796.73
BELL;2019-03-01;5.9;47.2;-26.84;79.95
LYD;2019-02-28;266.54;267.71;226.54;307.71
TSLA;2019-03-02;184.12;196.25;172.61;207.76
L.PR.B;2019-03-04;202.92;207.24;195.96;214.2
DC.WT;2019-03-03;664.59;673.07;617.12;720.53
RBC;2019-02-28;730.03;779.09;690.08;819.05
TSLA;2019-03-04;351.8;357.21;340.58;368.43
BELL;2019-03-01;696.83;742.05;667.27;771.61
TSLA;2019-02-28;545.95;569.27;523.35;591.87
RBC;2019-02-28;555.34;571.13;515.83;610.65
TSLA;2019-03-03;934.66;957.72;925.84;966.54
BELL;2019-03-02;619.04;650.12;609.22;659.95
GOOG;2019-03-03;463.74;489.06;436.6;516.2
ARG;2019-03-04;190.65;208.48;162.81;236.31
LYD;2019-03-02;707.58;745.98;687.18;766.38
ROG;2019-03-03;459.98;476.78;457.77;478.99
GOOG;2019-03-04;431.66;442.81;402.87;471.6
LYD;2019-02-28;822.72;868.57;822.67;868.61
ARG;2019-03-04;251.07;258.64;250.08;259.63
ARG;2019-03-01;911.68;946.48;910.45;947.7
BELL;2019-03-03;290.85;297.72;262.54;326.03
RBC;2019-03-01;812.67;850.73;773.05;890.35
DC.WT;2019-03-04;395.61;427.26;391.86;431.01
L.PR.B;2019-03-04;49.8;95.01;8.79;136.02
DC.WT;2019-03-01;573;574.42;552.11;595.31
LYD;2019-03-02;378.67;412.73;373.83;417.58
L.PR.B;2019-03-01;611.59;643.94;585.37;670.16
DC.WT;2019-02-28;364.08;381.48;325.27;420.29
ARG;2019-03-04;255.24;293.37;239.94;308.67
RBC;2019-03-03;238.84;240.36;221.94;257.27
RBC;2019-03-03;40.95;74.13;14.25;100.82
ROG;2019-03-04;144;191.97;108.61;227.36
LYD;2019-03-03;493.97;497.14;475.91;515.2
L.PR.B;2019-03-02;430.36;471.92;405.54;496.74
TSLA;2019-02-28;282.77;303.77;268.53;318.01
TSLA;2019-02-28;466.97;509.77;437.27;539.47
TSLA;2019-03-03;444.33;465.98;424.33;485.98
ARG;2019-02-28;75.64;104.87;27.23;153.28
RBC;2019-03-04;515.33;561.76;477.08;600.01
TSLA;2019-03-02;793.72;842.49;764.5;871.71
ARG;2019-03-04;621.77;628.71;605.23;645.25
MSFT;2019-03-04;39.43;67.8;22.22;85.02
L.PR.B;2019-02-28;990.31;1026.93;943.81;1073.44
TSLA;2019-03-02;833.9;842.57;784.14;892.32
ARG;2019-03-03;62.39;111.78;17.05;157.12
ROG;2019-03-01;4.03;29.82;-42.91;76.76
MSFT;2019-03-01;974.62;988.24;934.5;1028.36
L.PR.B;2019-03-02;662.28;688.98;642.31;708.94
TSLA;2019-03-01;621.47;641.84;610.74;652.57
GOOG;2019-03-04;276.25;320.33;271.27;325.3
ROG;2019-03-03;633.39;661.59;619.78;675.19
LYD;2019-03-04;415.87;428.4;380.12;464.15
MSFT;2019-03-02;548.64;561.05;527.98;581.71
ROG;2019-03-02;284.34;285.34;278.63;291.05
LYD;2019-02-28;565.63;569.21;535.02;599.82
MSFT;2019-03-03;780.03;821.38;776.98;824.43
BELL;2019-02-28;245.02;288.74;204.3;329.46
MSFT;2019-02-28;37.89;64.88;-2.54;105.32
BELL;2019-03-01;826.04;848.32;803.51;870.85
